order_id,customer_id,product_category,quantity,unit_price,total_amount,order_status,order_timestamp,region
ORD-20240115-00022,CUST-6052,electronics,3,195.8,587.4,shipped,2024-01-15T19:56:00,us-west
ORD-20240115-00023,CUST-3617,sports,1,146.84,146.84,delivered,2024-01-15T18:00:00,ap-south
ORD-20240115-00024,CUST-3139,clothing,4,415.64,1662.56,pending,2024-01-15T03:25:00,us-west
ORD-20240115-00025,CUST-4566,sports,5,281.14,1405.7,cancelled,2024-01-15T00:17:00,ap-south
ORD-20240115-00026,CUST-1143,electronics,5,179.74,898.7,delivered,2024-01-15T22:39:00,ap-south
ORD-20240115-00027,CUST-5372,home,2,276.38,552.76,cancelled,2024-01-15T17:56:00,us-west
ORD-20240115-00028,CUST-2932,clothing,2,226.97,453.94,pending,2024-01-15T04:16:00,us-east
ORD-20240115-00029,CUST-4922,electronics,1,98.49,98.49,cancelled,2024-01-15T09:13:00,us-east
ORD-20240115-00030,CUST-3354,home,3,126.31,378.93,shipped,2024-01-15T05:39:00,us-east
ORD-20240115-00031,CUST-6871,clothing,1,237.16,237.16,delivered,2024-01-15T18:13:00,ap-south
ORD-20240115-00032,CUST-1323,sports,3,231.2,693.6,shipped,2024-01-15T04:55:00,us-east
ORD-20240115-00033,CUST-5997,electronics,5,278.12,1390.6,cancelled,2024-01-15T03:10:00,eu-central
ORD-20240115-00034,CUST-4044,electronics,4,89.57,358.28,shipped,2024-01-15T11:19:00,us-east
ORD-20240115-00035,CUST-7300,electronics,2,188.17,376.34,pending,2024-01-15T17:16:00,ap-south
ORD-20240115-00036,CUST-5801,home,5,293.42,1467.1,pending,2024-01-15T21:44:00,eu-central
ORD-20240115-00037,CUST-8640,home,5,113.1,565.5,delivered,2024-01-15T14:21:00,us-east
ORD-20240115-00038,CUST-8900,sports,1,283.42,283.42,pending,2024-01-15T17:36:00,us-east
ORD-20240115-00039,CUST-2045,sports,5,406.34,2031.7,shipped,2024-01-15T15:24:00,eu-central
ORD-20240115-00040,CUST-3286,electronics,5,392.71,1963.55,cancelled,2024-01-15T01:58:00,eu-central
ORD-20240115-00041,CUST-5287,books,4,14.96,59.84,pending,2024-01-15T20:12:00,us-east
ORD-20240115-00042,CUST-2304,home,1,72.52,72.52,shipped,2024-01-15T10:24:00,ap-south
ORD-20240115-00043,CUST-9567,home,2,54.07,108.14,shipped,2024-01-15T17:45:00,us-east
ORD-20240115-00044,CUST-1204,books,4,480.17,1920.68,pending,2024-01-15T13:24:00,ap-south
ORD-20240115-00045,CUST-5003,electronics,1,388.63,388.63,pending,2024-01-15T15:57:00,us-east
ORD-20240115-00046,CUST-8215,sports,2,254.47,508.94,cancelled,2024-01-15T14:32:00,ap-south
ORD-20240115-00047,CUST-6297,home,3,479.24,1437.72,pending,2024-01-15T07:40:00,us-east
ORD-20240115-00048,CUST-7074,sports,5,338.66,1693.3,pending,2024-01-15T15:47:00,ap-south
ORD-20240115-00049,CUST-3767,home,2,268.13,536.26,shipped,2024-01-15T00:14:00,us-west
ORD-20240115-00050,CUST-1562,sports,4,278.69,1114.76,shipped,2024-01-15T00:34:00,us-east
ORD-20240115-00051,CUST-6809,home,1,143.29,143.29,pending,2024-01-15T02:07:00,eu-central
ORD-20240115-00052,CUST-9437,electronics,2,457.27,914.54,shipped,2024-01-15T21:02:00,us-east
ORD-20240115-00053,CUST-5350,sports,4,165.5,662.0,cancelled,2024-01-15T03:14:00,us-east
ORD-20240115-00054,CUST-3775,sports,4,64.4,257.6,pending,2024-01-15T22:19:00,ap-south
ORD-20240115-00055,CUST-2784,electronics,2,477.23,954.46,cancelled,2024-01-15T16:18:00,ap-south
ORD-20240115-00056,CUST-6878,books,5,238.92,1194.6,shipped,2024-01-15T17:26:00,eu-central
ORD-20240115-00057,CUST-1759,clothing,2,459.24,918.48,cancelled,2024-01-15T02:12:00,ap-south
ORD-20240115-00058,CUST-8538,electronics,5,15.99,79.95,pending,2024-01-15T08:21:00,us-west
ORD-20240115-00059,CUST-2996,clothing,5,58.43,292.15,delivered,2024-01-15T03:11:00,us-west
ORD-20240115-00060,CUST-5851,clothing,4,236.19,944.76,pending,2024-01-15T02:05:00,us-west
ORD-20240115-00061,CUST-8050,home,5,81.31,406.55,cancelled,2024-01-15T07:53:00,us-east
ORD-20240115-00062,CUST-4583,sports,2,141.52,283.04,pending,2024-01-15T19:08:00,us-east
ORD-20240115-00063,CUST-1192,books,5,420.36,2101.8,cancelled,2024-01-15T07:26:00,eu-central
ORD-20240115-00064,CUST-1518,books,5,94.23,471.15,shipped,2024-01-15T17:44:00,eu-central
ORD-20240115-00065,CUST-2542,books,4,232.96,931.84,shipped,2024-01-15T01:35:00,us-west
ORD-20240115-00066,CUST-6536,electronics,3,473.76,1421.28,delivered,2024-01-15T19:30:00,ap-south
ORD-20240115-00067,CUST-4710,clothing,5,491.31,2456.55,cancelled,2024-01-15T17:37:00,us-east
ORD-20240115-00068,CUST-8339,clothing,2,480.17,960.34,delivered,2024-01-15T00:03:00,us-west
ORD-20240115-00069,CUST-4073,clothing,2,372.46,744.92,cancelled,2024-01-15T22:25:00,ap-south
ORD-20240115-00070,CUST-1160,books,2,49.59,99.18,shipped,2024-01-15T22:33:00,us-east
ORD-20240115-00071,CUST-4008,books,4,277.67,1110.68,delivered,2024-01-15T09:23:00,ap-south
ORD-20240115-00072,CUST-2023,books,2,399.73,799.46,shipped,2024-01-15T17:28:00,ap-south
ORD-20240115-00073,CUST-9136,electronics,2,101.33,202.66,pending,2024-01-15T18:27:00,ap-south
ORD-20240115-00074,CUST-2724,home,5,383.55,1917.75,pending,2024-01-15T02:02:00,ap-south
ORD-20240115-00075,CUST-1681,electronics,1,286.95,286.95,cancelled,2024-01-15T23:39:00,ap-south
ORD-20240115-00076,CUST-9823,sports,1,308.87,308.87,cancelled,2024-01-15T03:53:00,us-west
ORD-20240115-00077,CUST-5257,books,1,20.65,20.65,pending,2024-01-15T12:25:00,eu-central
ORD-20240115-00078,CUST-9457,home,3,368.61,1105.83,cancelled,2024-01-15T07:29:00,us-east
ORD-20240115-00079,CUST-3886,sports,1,220.85,220.85,cancelled,2024-01-15T18:15:00,eu-central
ORD-20240115-00080,CUST-1349,electronics,4,261.75,1047.0,delivered,2024-01-15T16:05:00,eu-central
ORD-20240115-00081,CUST-8090,clothing,4,143.83,575.32,cancelled,2024-01-15T19:38:00,eu-central
ORD-20240115-00082,CUST-8267,electronics,2,29.59,59.18,cancelled,2024-01-15T01:00:00,us-west
ORD-20240115-00083,CUST-6761,clothing,1,334.85,334.85,shipped,2024-01-15T19:17:00,us-west
ORD-20240115-00084,CUST-6415,books,1,162.71,162.71,delivered,2024-01-15T02:14:00,us-west
ORD-20240115-00085,CUST-5954,home,1,498.63,498.63,cancelled,2024-01-15T13:34:00,us-west
ORD-20240115-00086,CUST-2513,sports,4,195.94,783.76,delivered,2024-01-15T07:36:00,eu-central
ORD-20240115-00087,CUST-2101,clothing,3,325.94,977.82,pending,2024-01-15T14:51:00,ap-south
ORD-20240115-00088,CUST-8122,electronics,2,272.02,544.04,delivered,2024-01-15T16:49:00,us-west
ORD-20240115-00089,CUST-8733,home,1,181.53,181.53,delivered,2024-01-15T04:31:00,us-east
ORD-20240115-00090,CUST-3685,books,3,479.83,1439.49,shipped,2024-01-15T15:37:00,us-west
ORD-20240115-00091,CUST-7770,electronics,1,473.5,473.5,cancelled,2024-01-15T22:52:00,us-east
ORD-20240115-00092,CUST-6773,sports,4,138.32,553.28,pending,2024-01-15T00:24:00,ap-south
ORD-20240115-00093,CUST-8368,home,3,80.14,240.42,delivered,2024-01-15T12:55:00,eu-central
ORD-20240115-00094,CUST-3070,clothing,4,496.26,1985.04,cancelled,2024-01-15T23:17:00,eu-central
ORD-20240115-00095,CUST-5956,electronics,3,63.42,190.26,cancelled,2024-01-15T03:26:00,eu-central
ORD-20240115-00096,CUST-8814,electronics,4,229.77,919.08,cancelled,2024-01-15T03:43:00,us-west
ORD-20240115-00097,CUST-3892,electronics,3,497.1,1491.3,shipped,2024-01-15T00:31:00,us-east
ORD-20240115-00098,CUST-7737,home,1,335.24,335.24,pending,2024-01-15T18:08:00,us-east
ORD-20240115-00099,CUST-3944,books,2,216.21,432.42,cancelled,2024-01-15T18:38:00,us-west
ORD-20240115-00100,CUST-7612,books,2,358.6,717.2,cancelled,2024-01-15T16:04:00,us-west
ORD-20240115-00101,CUST-4151,sports,4,252.75,1011.0,cancelled,2024-01-15T07:11:00,ap-south
ORD-20240115-00102,CUST-2707,home,3,404.77,1214.31,cancelled,2024-01-15T11:25:00,eu-central
ORD-20240115-00103,CUST-1838,home,2,267.61,535.22,pending,2024-01-15T08:56:00,us-west
ORD-20240115-00104,CUST-5307,electronics,2,286.83,573.66,cancelled,2024-01-15T20:20:00,ap-south
ORD-20240115-00105,CUST-4596,home,5,458.31,2291.55,shipped,2024-01-15T23:49:00,ap-south
ORD-20240115-00106,CUST-4805,clothing,2,492.41,984.82,pending,2024-01-15T03:41:00,ap-south
ORD-20240115-00107,CUST-8824,clothing,5,413.0,2065.0,delivered,2024-01-15T13:07:00,us-east
ORD-20240115-00108,CUST-4947,home,5,122.36,611.8,delivered,2024-01-15T00:21:00,ap-south
ORD-20240115-00109,CUST-1148,books,3,372.59,1117.77,delivered,2024-01-15T18:22:00,eu-central
ORD-20240115-00110,CUST-9841,electronics,3,141.13,423.39,cancelled,2024-01-15T16:20:00,us-east
ORD-20240115-00111,CUST-7107,electronics,1,84.91,84.91,shipped,2024-01-15T07:09:00,ap-south
ORD-20240115-00112,CUST-4146,electronics,4,186.44,745.76,shipped,2024-01-15T17:04:00,us-west
ORD-20240115-00113,CUST-2367,home,5,400.87,2004.35,shipped,2024-01-15T17:16:00,us-east
ORD-20240115-00114,CUST-8909,books,1,43.57,43.57,delivered,2024-01-15T05:10:00,ap-south
ORD-20240115-00115,CUST-9287,sports,2,49.13,98.26,cancelled,2024-01-15T18:43:00,ap-south
ORD-20240115-00116,CUST-9219,sports,3,150.91,452.73,delivered,2024-01-15T04:03:00,us-east
ORD-20240115-00117,CUST-2038,books,5,156.23,781.15,shipped,2024-01-15T16:35:00,us-west
ORD-20240115-00118,CUST-1809,books,5,371.3,1856.5,delivered,2024-01-15T23:08:00,eu-central
ORD-20240115-00119,CUST-1240,sports,3,470.7,1412.1,shipped,2024-01-15T08:02:00,eu-central
ORD-20240115-00120,CUST-5464,electronics,3,58.89,176.67,delivered,2024-01-15T20:28:00,us-west
ORD-20240115-00121,CUST-1895,electronics,5,57.4,287.0,delivered,2024-01-15T17:06:00,eu-central
ORD-20240115-00122,CUST-5911,books,4,253.21,1012.84,cancelled,2024-01-15T06:03:00,ap-south
ORD-20240115-00123,CUST-1989,clothing,1,277.72,277.72,delivered,2024-01-15T13:55:00,us-west
ORD-20240115-00124,CUST-5076,electronics,2,301.68,603.36,pending,2024-01-15T03:18:00,eu-central
ORD-20240115-00125,CUST-2752,electronics,5,431.7,2158.5,cancelled,2024-01-15T11:59:00,us-west
ORD-20240115-00126,CUST-2645,electronics,3,449.32,1347.96,cancelled,2024-01-15T13:22:00,us-east
ORD-20240115-00127,CUST-7061,home,5,352.66,1763.3,cancelled,2024-01-15T03:40:00,ap-south
ORD-20240115-00128,CUST-9025,home,5,126.13,630.65,shipped,2024-01-15T03:17:00,eu-central
ORD-20240115-00129,CUST-4565,electronics,2,274.86,549.72,delivered,2024-01-15T09:48:00,us-east
ORD-20240115-00130,CUST-7762,home,2,275.31,550.62,shipped,2024-01-15T22:26:00,eu-central
ORD-20240115-00131,CUST-6584,home,1,460.62,460.62,cancelled,2024-01-15T10:39:00,eu-central
ORD-20240115-00132,CUST-8322,books,1,79.61,79.61,delivered,2024-01-15T05:51:00,eu-central
ORD-20240115-00133,CUST-3391,clothing,3,36.11,108.33,pending,2024-01-15T17:56:00,us-east
ORD-20240115-00134,CUST-6821,clothing,2,483.91,967.82,shipped,2024-01-15T18:13:00,eu-central
ORD-20240115-00135,CUST-5053,clothing,1,452.46,452.46,delivered,2024-01-15T06:45:00,us-west
ORD-20240115-00136,CUST-6659,sports,5,52.1,260.5,cancelled,2024-01-15T04:02:00,ap-south
ORD-20240115-00137,CUST-1828,home,2,20.95,41.9,pending,2024-01-15T10:07:00,us-east
ORD-20240115-00138,CUST-7676,sports,1,312.15,312.15,cancelled,2024-01-15T23:09:00,ap-south
ORD-20240115-00139,CUST-6960,electronics,4,302.06,1208.24,delivered,2024-01-15T07:35:00,ap-south
ORD-20240115-00140,CUST-8334,home,4,40.31,161.24,cancelled,2024-01-15T11:24:00,eu-central
ORD-20240115-00141,CUST-9993,books,1,103.69,103.69,cancelled,2024-01-15T09:30:00,us-west
ORD-20240115-00142,CUST-7345,clothing,2,30.88,61.76,pending,2024-01-15T23:48:00,eu-central
ORD-20240115-00143,CUST-7105,electronics,4,214.11,856.44,shipped,2024-01-15T09:37:00,us-west
ORD-20240115-00144,CUST-2694,home,2,56.14,112.28,cancelled,2024-01-15T08:03:00,ap-south
ORD-20240115-00145,CUST-8724,sports,2,463.09,926.18,shipped,2024-01-15T13:43:00,us-west
ORD-20240115-00146,CUST-9471,clothing,1,107.0,107.0,shipped,2024-01-15T13:29:00,us-east
ORD-20240115-00147,CUST-9867,books,5,373.58,1867.9,cancelled,2024-01-15T14:38:00,ap-south
ORD-20240115-00148,CUST-5444,books,2,313.15,626.3,delivered,2024-01-15T16:51:00,ap-south
ORD-20240115-00149,CUST-5891,clothing,5,257.79,1288.95,cancelled,2024-01-15T20:35:00,us-east
ORD-20240115-00150,CUST-7309,electronics,1,427.26,427.26,shipped,2024-01-15T22:27:00,ap-south
ORD-20240115-00151,CUST-6427,electronics,3,161.14,483.42,shipped,2024-01-15T10:09:00,us-east
ORD-20240115-00152,CUST-4301,home,4,302.03,1208.12,cancelled,2024-01-15T06:41:00,eu-central
ORD-20240115-00153,CUST-3088,clothing,4,297.91,1191.64,pending,2024-01-15T02:27:00,us-west
ORD-20240115-00154,CUST-1674,clothing,3,304.55,913.65,delivered,2024-01-15T13:08:00,eu-central
ORD-20240115-00155,CUST-9675,sports,2,215.73,431.46,shipped,2024-01-15T01:43:00,us-west
ORD-20240115-00156,CUST-3609,sports,5,135.04,675.2,delivered,2024-01-15T20:45:00,us-west
ORD-20240115-00157,CUST-8924,sports,5,461.76,2308.8,shipped,2024-01-15T10:25:00,us-west
ORD-20240115-00158,CUST-7360,electronics,5,269.48,1347.4,pending,2024-01-15T10:01:00,us-east
ORD-20240115-00159,CUST-8499,books,4,288.17,1152.68,cancelled,2024-01-15T22:57:00,ap-south
ORD-20240115-00160,CUST-7457,books,1,393.29,393.29,cancelled,2024-01-15T12:03:00,ap-south
ORD-20240115-00161,CUST-1381,sports,3,411.21,1233.63,delivered,2024-01-15T15:52:00,eu-central
ORD-20240115-00162,CUST-6920,clothing,1,11.73,11.73,cancelled,2024-01-15T07:29:00,us-west
ORD-20240115-00163,CUST-5313,electronics,4,92.45,369.8,shipped,2024-01-15T11:07:00,ap-south
ORD-20240115-00164,CUST-2712,home,2,231.42,462.84,delivered,2024-01-15T05:57:00,us-west
ORD-20240115-00165,CUST-6434,clothing,5,159.41,797.05,shipped,2024-01-15T11:05:00,ap-south
ORD-20240115-00166,CUST-1042,sports,4,241.69,966.76,shipped,2024-01-15T17:39:00,eu-central
ORD-20240115-00167,CUST-1801,electronics,3,449.65,1348.95,shipped,2024-01-15T19:23:00,us-east
ORD-20240115-00168,CUST-4011,electronics,2,341.96,683.92,shipped,2024-01-15T20:32:00,us-west
ORD-20240115-00169,CUST-6194,sports,1,366.94,366.94,pending,2024-01-15T19:18:00,us-east
ORD-20240115-00170,CUST-9204,clothing,3,168.03,504.09,pending,2024-01-15T05:03:00,eu-central
ORD-20240115-00171,CUST-3691,books,2,47.04,94.08,cancelled,2024-01-15T00:06:00,us-east
ORD-20240115-00172,CUST-4734,electronics,5,50.49,252.45,cancelled,2024-01-15T14:10:00,ap-south
ORD-20240115-00173,CUST-2552,electronics,5,37.72,188.6,pending,2024-01-15T08:10:00,us-east
ORD-20240115-00174,CUST-8687,books,4,351.88,1407.52,cancelled,2024-01-15T03:30:00,us-east
ORD-20240115-00175,CUST-5171,home,3,10.18,30.54,shipped,2024-01-15T17:37:00,us-east
ORD-20240115-00176,CUST-4765,sports,3,82.58,247.74,shipped,2024-01-15T22:19:00,us-east
ORD-20240115-00177,CUST-1082,sports,3,238.17,714.51,cancelled,2024-01-15T15:23:00,eu-central
ORD-20240115-00178,CUST-8268,home,2,62.05,124.1,pending,2024-01-15T13:26:00,us-west
ORD-20240115-00179,CUST-4006,books,4,91.21,364.84,delivered,2024-01-15T13:15:00,us-west
ORD-20240115-00180,CUST-8789,clothing,4,100.71,402.84,delivered,2024-01-15T11:09:00,ap-south
ORD-20240115-00181,CUST-5695,clothing,1,275.91,275.91,delivered,2024-01-15T11:48:00,us-east
ORD-20240115-00182,CUST-7935,home,2,395.68,791.36,cancelled,2024-01-15T22:04:00,us-west
ORD-20240115-00183,CUST-2630,clothing,2,364.27,728.54,shipped,2024-01-15T07:53:00,ap-south
ORD-20240115-00184,CUST-6595,books,3,56.6,169.8,shipped,2024-01-15T06:14:00,ap-south
ORD-20240115-00185,CUST-5863,electronics,1,464.8,464.8,shipped,2024-01-15T04:33:00,us-east
ORD-20240115-00186,CUST-4255,books,5,64.91,324.55,cancelled,2024-01-15T15:39:00,ap-south
ORD-20240115-00187,CUST-6266,sports,4,101.78,407.12,pending,2024-01-15T08:48:00,ap-south
ORD-20240115-00188,CUST-8437,home,3,396.34,1189.02,delivered,2024-01-15T09:20:00,us-west
ORD-20240115-00189,CUST-2214,books,5,486.62,2433.1,pending,2024-01-15T23:32:00,us-west
ORD-20240115-00190,CUST-2308,books,1,393.88,393.88,pending,2024-01-15T01:47:00,us-east
ORD-20240115-00191,CUST-4716,sports,1,236.89,236.89,shipped,2024-01-15T15:35:00,ap-south
ORD-20240115-00192,CUST-2786,books,3,79.81,239.43,shipped,2024-01-15T13:08:00,us-west
ORD-20240115-00193,CUST-9159,electronics,5,259.57,1297.85,pending,2024-01-15T10:22:00,ap-south
ORD-20240115-00194,CUST-7201,books,1,418.22,418.22,cancelled,2024-01-15T16:58:00,us-west
ORD-20240115-00195,CUST-1676,clothing,3,384.37,1153.11,cancelled,2024-01-15T13:57:00,us-west
ORD-20240115-00196,CUST-1607,clothing,2,329.07,658.14,pending,2024-01-15T19:03:00,us-west
ORD-20240115-00197,CUST-2686,books,3,60.06,180.18,shipped,2024-01-15T22:40:00,eu-central
ORD-20240115-00198,CUST-6475,electronics,5,111.34,556.7,pending,2024-01-15T16:59:00,us-west
ORD-20240115-00199,CUST-6648,books,1,486.76,486.76,shipped,2024-01-15T04:58:00,ap-south
ORD-20240115-00200,CUST-6447,sports,3,211.58,634.74,shipped,2024-01-15T05:21:00,ap-south
ORD-20240115-00201,CUST-5543,books,1,431.08,431.08,pending,2024-01-15T04:00:00,us-west
ORD-20240115-00202,CUST-6429,clothing,4,351.44,1405.76,pending,2024-01-15T21:40:00,us-east
ORD-20240115-00203,CUST-8021,home,2,204.82,409.64,delivered,2024-01-15T04:31:00,eu-central
ORD-20240115-00204,CUST-3579,sports,4,386.09,1544.36,cancelled,2024-01-15T12:47:00,eu-central
ORD-20240115-00205,CUST-4670,electronics,4,265.1,1060.4,cancelled,2024-01-15T14:46:00,eu-central
ORD-20240115-00206,CUST-3431,books,4,270.66,1082.64,cancelled,2024-01-15T09:35:00,eu-central
ORD-20240115-00207,CUST-4322,books,2,448.28,896.56,pending,2024-01-15T23:07:00,ap-south
ORD-20240115-00208,CUST-9305,clothing,3,87.69,263.07,cancelled,2024-01-15T13:57:00,us-west
ORD-20240115-00209,CUST-9285,sports,5,200.79,1003.95,shipped,2024-01-15T20:58:00,us-east
ORD-20240115-00210,CUST-6731,home,3,120.6,361.8,pending,2024-01-15T11:59:00,ap-south
ORD-20240115-00211,CUST-5275,clothing,4,412.53,1650.12,delivered,2024-01-15T19:39:00,eu-central
ORD-20240115-00212,CUST-2123,clothing,1,230.09,230.09,delivered,2024-01-15T03:01:00,us-west
ORD-20240115-00213,CUST-5368,electronics,2,144.04,288.08,shipped,2024-01-15T22:01:00,ap-south
ORD-20240115-00214,CUST-4859,sports,4,406.91,1627.64,pending,2024-01-15T09:32:00,us-west
ORD-20240115-00215,CUST-9616,books,4,252.53,1010.12,cancelled,2024-01-15T07:43:00,eu-central
ORD-20240115-00216,CUST-2982,sports,4,192.22,768.88,shipped,2024-01-15T11:07:00,us-east
ORD-20240115-00217,CUST-6047,clothing,2,158.42,316.84,pending,2024-01-15T09:27:00,eu-central
ORD-20240115-00218,CUST-3768,sports,4,286.84,1147.36,delivered,2024-01-15T04:54:00,us-east
ORD-20240115-00219,CUST-1125,books,3,154.26,462.78,shipped,2024-01-15T02:36:00,us-west
ORD-20240115-00220,CUST-1824,electronics,1,55.36,55.36,shipped,2024-01-15T18:39:00,ap-south
ORD-20240115-00221,CUST-8869,books,2,279.59,559.18,pending,2024-01-15T08:24:00,us-west
ORD-20240115-00222,CUST-5455,home,5,79.56,397.8,shipped,2024-01-15T17:47:00,us-west
ORD-20240115-00223,CUST-9742,electronics,3,196.72,590.16,cancelled,2024-01-15T03:20:00,ap-south
ORD-20240115-00224,CUST-9529,home,5,413.7,2068.5,cancelled,2024-01-15T11:48:00,eu-central
ORD-20240115-00225,CUST-8955,home,4,87.48,349.92,cancelled,2024-01-15T02:03:00,eu-central
ORD-20240115-00226,CUST-2783,electronics,2,397.77,795.54,cancelled,2024-01-15T13:04:00,us-east
ORD-20240115-00227,CUST-4635,electronics,2,196.27,392.54,delivered,2024-01-15T07:38:00,us-west
ORD-20240115-00228,CUST-7541,home,2,368.03,736.06,cancelled,2024-01-15T17:38:00,us-west
ORD-20240115-00229,CUST-5801,clothing,1,295.48,295.48,cancelled,2024-01-15T01:44:00,ap-south
ORD-20240115-00230,CUST-7619,home,4,327.44,1309.76,pending,2024-01-15T06:28:00,us-east
ORD-20240115-00231,CUST-3786,sports,1,358.65,358.65,shipped,2024-01-15T15:17:00,ap-south
ORD-20240115-00232,CUST-3289,clothing,4,276.41,1105.64,shipped,2024-01-15T12:46:00,eu-central
ORD-20240115-00233,CUST-3104,home,1,221.21,221.21,shipped,2024-01-15T05:19:00,us-west
ORD-20240115-00234,CUST-2047,sports,5,290.8,1454.0,pending,2024-01-15T12:32:00,us-west
ORD-20240115-00235,CUST-5175,books,2,106.56,213.12,shipped,2024-01-15T14:47:00,us-west
ORD-20240115-00236,CUST-8696,sports,5,116.99,584.95,cancelled,2024-01-15T16:52:00,eu-central
ORD-20240115-00237,CUST-2990,clothing,3,259.87,779.61,delivered,2024-01-15T11:13:00,us-west
ORD-20240115-00238,CUST-4097,books,5,477.47,2387.35,cancelled,2024-01-15T20:36:00,ap-south
ORD-20240115-00239,CUST-9684,books,1,304.47,304.47,shipped,2024-01-15T23:53:00,us-east
ORD-20240115-00240,CUST-5056,electronics,3,233.3,699.9,pending,2024-01-15T14:35:00,us-west
ORD-20240115-00241,CUST-9208,books,3,317.07,951.21,delivered,2024-01-15T08:35:00,us-east
ORD-20240115-00242,CUST-4160,home,5,408.96,2044.8,shipped,2024-01-15T09:27:00,ap-south
ORD-20240115-00243,CUST-8304,books,5,430.73,2153.65,delivered,2024-01-15T08:13:00,ap-south
ORD-20240115-00244,CUST-4612,sports,4,372.31,1489.24,delivered,2024-01-15T15:05:00,us-east
ORD-20240115-00245,CUST-1002,clothing,5,245.46,1227.3,delivered,2024-01-15T01:35:00,us-west
ORD-20240115-00246,CUST-4514,books,3,470.8,1412.4,shipped,2024-01-15T17:59:00,us-east
ORD-20240115-00247,CUST-6983,books,3,181.14,543.42,delivered,2024-01-15T11:40:00,eu-central
ORD-20240115-00248,CUST-1439,books,3,392.69,1178.07,shipped,2024-01-15T11:58:00,eu-central
ORD-20240115-00249,CUST-8416,books,1,251.22,251.22,cancelled,2024-01-15T13:52:00,eu-central
ORD-20240115-00250,CUST-7506,sports,4,181.75,727.0,delivered,2024-01-15T08:20:00,us-west
ORD-20240115-00251,CUST-8195,books,1,498.49,498.49,pending,2024-01-15T09:30:00,ap-south
ORD-20240115-00252,CUST-9513,home,1,273.71,273.71,delivered,2024-01-15T12:57:00,us-east
ORD-20240115-00253,CUST-7499,clothing,4,205.22,820.88,cancelled,2024-01-15T17:48:00,us-west
ORD-20240115-00254,CUST-9387,books,3,30.42,91.26,cancelled,2024-01-15T19:40:00,eu-central
ORD-20240115-00255,CUST-6898,electronics,5,128.37,641.85,shipped,2024-01-15T03:32:00,us-east
ORD-20240115-00256,CUST-6415,sports,2,227.01,454.02,delivered,2024-01-15T05:34:00,eu-central
ORD-20240115-00257,CUST-7362,electronics,5,324.65,1623.25,cancelled,2024-01-15T23:21:00,us-east
ORD-20240115-00258,CUST-9436,electronics,1,72.33,72.33,shipped,2024-01-15T13:20:00,ap-south
ORD-20240115-00259,CUST-8076,books,2,18.96,37.92,pending,2024-01-15T22:32:00,eu-central
ORD-20240115-00260,CUST-7286,books,2,324.45,648.9,shipped,2024-01-15T08:33:00,ap-south
ORD-20240115-00261,CUST-1132,sports,1,325.67,325.67,pending,2024-01-15T11:41:00,ap-south
ORD-20240115-00262,CUST-8713,books,2,430.29,860.58,cancelled,2024-01-15T05:05:00,ap-south
ORD-20240115-00263,CUST-7399,home,1,130.49,130.49,delivered,2024-01-15T03:47:00,ap-south
